"TCGA-4Z-AA7R-01";"TCGA-BL-A3JM-01";"TCGA-BT-A0S7-01";"TCGA-BT-A2LA-01";"TCGA-C4-A0EZ-01";"TCGA-DK-AA6W-01";"TCGA-FJ-A871-01";"TCGA-G2-A2EL-01";"TCGA-GD-A3OS-01";"TCGA-GV-A3JZ-01";"TCGA-K4-A3WV-01";"TCGA-XF-A9ST-01";"TCGA-XF-A9T2-01";"TCGA-XF-AAMG-01";"TCGA-XF-AAMH-01";"TCGA-XF-AAN7-01";"TCGA-YC-A9TC-01";"TCGA-ZF-AA4R-01"
"MYBL2";0;0;0;0.0140862666732307;0;0;0;0.0175848363599206;0;0.0062308753276416;0;0.0541444733994763;0.0203698900924358;0.0479831619161582;0.0201483684672879;0.0469123078993003;0;0.0286807211334489
"TRIP13";0.0418838736375486;0;0;0.000213870615406632;0;0;0.0209283147458678;0.0029261427080917;0.136616655788507;0.0086846572968352;0;0;0.00691419709280168;0;0;0;0;0.0144910223551816
"ESPL1";0;0.0338447784046799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PTTG1";0;0.0558386705672121;0;0;0;0;0.0380178649929595;0.0388126785971255;0;0;0;0;0;0.0682697591093017;0.0218775591349828;0.0760057055256998;0.0626457146136223;0.0604884020372958
"MCM5";0;0;0;0;0;0;0;0.0387796833818503;0;0;0;0;0;0;0.00742186380313621;0;0;0.0121974402753282
"TCF19";0;0;0;0.0180551110244082;0;0;0;0;0;0;0;0.0110857157245366;0;0;0;0;0;0
"HMGB2";0;0;0;0;0;0;0;0.0101756785478401;0;0;0;0.0379335188834155;0;0;0;0;0;0
"TAF13";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"KLF7";0;0;0;0;0;0.00646881500465414;0;0;0.000906655681975731;0;0;0.0317170437636577;0;0;0;0;0;0
"ASCC3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ELK3";0.015162979805021;0;0;0;0;0;0.0392596738875098;0;0;0.0555464946387581;0;0.0262822708419095;0;0;0;0;0;0
"NOTCH2";0.0171532895014732;0;0;0;0;0.0161206558200243;0.00494181551494154;0.0513548934645961;0;0;0;0;0;0;0.00161176903787897;0.00678255984847353;0;0
"MLXIP";0.00886154004710192;0.00175731482511955;0.00239128989845863;0;0;0;0.014678954424535;0.00744964173706899;0;0.00926981529011622;0.00891344379845067;0.0111163982107203;0;0.00074579013887154;0;0.0228386915896356;0;0.0136309923897597
"ZNF230";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF92";0;0;0;0;0.0124840978801311;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF566";0;0.00218310376662034;0;0;0;0;0;0;0;0.0307032354675683;0;0;0.0525921315959245;0;0;0;0;0
"TAL1";0;0;0;0;0;0;0;0;0;0;0;0;0;0.00657843998595198;0;0.00686828461910445;0;0
"KLF9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HEY2";0.00655550085132512;0.00206057347165204;0;0;0;0;0;0.00159654852025627;0;0.00610766360551469;0;0;0;0;0;0;0.00442552087757434;0.00144045977328717
"LEF1";0;0;0;0;0;0;0;0;0.00527533377850289;0;0;0;0;0;0;0;0;0
"TCF21";0;0.00446227631722817;0;0;0;0;0.0424152093385678;0;0.019778601561987;0;0.086748779925082;0;0;0.0311385300429769;0.0283176009776623;0.0506439705766997;0;0.0188541155982232
"ENO1";0;0;0.193390448743553;0.110612819255704;0;0.0972576084220955;0;0;0.0622142067452166;0;0;0;0.0143079915109832;0;0.0195025905319269;0.0149878463120701;0;0.00252201725712961
"EEF1A1";0;0;0;0.000269715483102043;0;0.0106894642964527;0.0216941639649585;0.0293811144747704;0.0162418350531471;0;0;0;0;0;0;0.00677980768836761;0;0
"E2F1";0;0;0;0;0;0;0.0318900303807145;0;0;0.0114634832228576;0;0;0;0;0;0;0;0
"KNTC1";0;0.00203034318721726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0103131875410319
"ZSCAN2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00447333493570396
"CXXC1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MAML3";0;0;0.00115407473621135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZSCAN16";0;0;7.87335473362803e-05;0;0.00384143348586442;0.212458682681037;0;0;0;0;0;0.255063853222295;0;0;0.116798718620273;0.0433239773955147;0;0
"KLF15";0;0;0;0;0.00511724299468564;0;0;0;0;0;0;0;0.0700420099712287;0;0;0.00752583610800753;0;0
"EMX2";0;0.036571369469528;0;0;0;0;0;0;0.0178346061297249;0;0.0927837644152738;0.12589079657297;0.00538668701628273;0;0.00214078996374112;0;0.0385009732885532;0.0148594718492405
"NR2C2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF236";0;0;0;0;0;0;0;0;0;0;0.161312059725467;0;0;0;0;0;0;0
"TAF1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"GLI1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PRDM6";0;0;0;0;0.00326512367526313;0.00243554697561716;0.000984983960970365;0;0.00923224888279509;0;0;0;0;0;0.00122726679314876;0;0;0
"NDN";0;0;0;0;0;0;0;0;0.000999299177937374;0;0;0;0;0;0;0;0;0
"RREB1";0;0;0;0;0;0;0.0058865703497283;0;0;0;0;0;0;0;0;0;0.00808329618663438;0
"NFXL1";0;0.00160090756522002;0;0;0;0.00191223346586837;0.00916553557663566;0;0;0;0;0;0;0;0;0;0;0
"BTAF1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF234";0.00217123959106827;0;0;0;0;0;0;0;0.00511694350096119;0;0;0;0;0.00058207013274945;0;0;0;0
"ZNF292";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ELK4";0;0;0;0;0;0;0;0;0;0;0;0.0261883503663643;0.00850335561742799;0;0;0;0;0.072218554205243
"RBL2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF121";0.00058203531460952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0299888489693393
"ZNF507";0;0;0;0;0;0;0;0;0;0;0;0.0261790277974753;0;0;0;0;0;0
"ZNF587";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ARID4A";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"EHF";0;0;0;0;0;0.00173021985121351;0;0;0;0;0.00313579672782381;0;0;0.00101329739200277;0;0;0;0
"ZDHHC21";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RYBP";0;0.00287802099672395;0;0;0;0.00153540949031275;0;0;0;0;0.00250378775129869;0.0613422358385582;0;3.01110982732923e-06;0;0;0;0
"TAF4";0;0;0;0.00573990999771574;0;0;0;0;3.48992880207312e-05;0;0;0;0;0;0;0.0377693981383903;0;0
"RBBP4";0;0;0.0757052509298798;0;0.0263556247543009;0;0;0;0.0247063831526925;0;0;0;0;0;0;0;0;0
"ZNF431";0;0;0;0;0;0;0;0;0;0;0;0;0.00149326684303412;0;0;0;0;0
"STAT3";0.0282089506192579;0;0;0.307369056430558;0;0.0139605840337735;0.071037393504865;0.0166946505710088;0.0691783281895261;0.00593819839095049;0;0.0448026792355527;0.0618165173424003;0.0119661031962028;0.0362560515279205;0.120773364624773;0.0294194799849553;0
"ATF6";0;0;0;0;0;0.0299416215681289;0.00663902133902099;0;0.000889009063533189;0;0;0;0;0;0;0;0.00134700731810337;0
"ZNF281";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"CTNNB1";0.00587440873496203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0212298028590839;0;0
"ZNF689";0.065806696488862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0884504796982784
"NR4A3";0;0;0;0;0;0;0;0;0.00979175184406657;0;0;0;0;0;0;0;0;0
"EGR3";0;0;0;0;0;0;0;0;0.00256155625041825;0;0;0.000747076315604887;0;0;0;0;0;0
"MEOX2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MITF";0;0;0.0102796837049826;0;0;0;0.0114321940508906;0.00913392914578695;0;0.000642270908845235;0;0.0126923464607505;0;0;0;0.0101949298769978;0;0
"MKX";0;0;0;0.00270707035977031;0;0.00946668958086249;0;0.00166201538390034;0.0228880513505329;0;0.00294736175094997;0.00956254586101588;0;1.31626016303572e-05;0;0;0;0.000740297969231369
"SP100";0;0.00713975687593622;0;0;0;0;0;0.000803407306882947;0;0;0;0;0;0;0.00598438997002859;0.00515722183469133;0;0
"STAT2";0.00565045121122401;0;0;0.00697110960652491;0.00379411106922851;0.000734850103671578;0.0138752574373021;0;6.65166043022804e-05;0;0;0;0;0;0;0.00591599776844251;0;0
"TRIM22";0;0;0;0;0;0.0508283665398752;0;0.0420386994225626;0;0.00439620815900901;0;0;0;0;0;0.003845413359868;0;0
"PML";0;0.00182776626817702;0;0;0;0;0;0.0286046443375167;0;0.00404989987444663;0.0435220298655105;0;0.0257736201465686;0;0;0;0;0
"NR5A2";0;0.00363540031100459;0.00357141335366051;0.00342773523494018;0.00555526169910249;0.000222425670354415;0;0;0;0;0;0.0151166650782162;0;0;0.00371777835170875;0;0;0
"EGR1";0;0;0;0;0;0;0.00781494319352318;0;0.000452133380338599;0.00378473401512343;0.00491014538409601;0;0;0;0.00330744074805106;0;0;0
"NMI";0;0;0.00796697402061935;0;0;0;0;0.00453002307190223;0.0387321085942449;0.00155457957186128;0.0710642454177179;0;0.0809642704178061;0;0.0177611335421378;0.00170893436040959;0.0180127002538242;0
"ZNF367";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BAZ2B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF223";0;0;0;0;0.00507263144154257;0;0;0;0;0.000819327521289147;0;0;0;0;0;0;0;0
"ZNF136";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF441";0;0.0220712119690497;0;0;0;0;0;0;0.0104303881667888;0.0146127979155351;0;0;0;0;0;0;0;0
"ZNF91";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AFF1";0;0;0;0.0140773521126482;0.00415700299347302;0;0.00116861058534058;0;0.021348251358068;0;0.0217928247441673;0;0.00483867004526937;0;0;0;0;0
"PPARG";0;0;0;0;0;0;0;0.0992616117692549;0;0;0;0;0;0;0;0;0;0
"GATA3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"NR3C1";0;0;0;0.000794203906879917;0;0;0.0344272286376525;0.034266055568821;0;0;0;0;0.00120985593871526;0.00107036760856378;0;0;0.103335023874379;0
"TTF2";0;0.000801993185929351;0;0;4.25361890683916e-05;0;0;0.00221906027096532;0.00202277932132618;0;0;0;0;0.000656076974747004;0;9.63240718258414e-05;0;0
"DAB2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MEOX1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TRIM25";0;0.00234111563312819;0;0.0018168819084103;0.000135433873191235;0;0.00595195909975898;0;0.00119254749422413;0;0;0.00842334989702558;0;0.000708264590537241;0;0.000505534284595614;0;0
"JRK";0;0;0.00321593674916196;0.00060278557197107;0.00708409126122463;0;0.00750316272479591;0.00594463075175859;0;0.00344910282334048;0;0;0.00996310110135843;0.000430738261818555;0;0.00583049578808413;0;0
"CRAMP1L";0;0;0.0262174295657953;0;0;0;0;0;0;0;0.00507802006587142;0;0;0;0;0;0;0.0105157466176942
"HIVEP3";0.000713248803404094;0;0;0;0;3.54672398459508e-05;0;0;0.00023996423386225;0;0;0;0;0;0;0;0;0
"SOX7";0.0184322856250826;0.0820330005903076;0.0630041075669893;0;0;0.0249930663941569;0;0;0;0;0;0.470993688583428;0;0;0.0120418099317623;0;0.0161587501743167;0
"POLR1B";0.0140519969660244;0;0;0;0;0;0;0;0;0.0143569295424189;0.0546515452870442;0;0;0;0;0.0343824180534824;0.0121450783008349;0.00885378063391159
"PIAS3";0;0.000992478716485276;0.00182775383747168;0;0.000206564009478972;0;0.00340185483515138;8.88461698724772e-06;0.00278891860019933;0.0016589069533145;0.00173552728628541;0;0.00907982535054653;0;0.00812675367587639;0.00569310977491874;0;0
"ELF1";0;0;0.0194582187607243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"DMTF1";0;0.0219150331048515;0;0;0;0;0;0;0;0.0182221015694756;0;0;0;0.00946232860099207;0;0;0.00539166092981973;0.00253819909070359
"ZNF493";0;0.00343760197510126;0;0;0;0;0;0;0;0.00264936355351725;0;0.00927551571499253;0;0;0;0;0;0
"ZNF14";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ZNF10";0.00369990415469757;0.00313832169770406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RORC";0;0;0.00429231371078634;0;0.00313211179930271;0;0.00550705723657822;0;0;0.00265304861615785;0.0158258830423252;0.00549941429691138;0.0032129232477789;0.00121202556344626;0.00306883926924001;0.0210007252061269;0.00258546935471879;0.000362064057447775
"ELF5";0;0;0;0;0.0371503895611048;0;0;0;0;0;0;0;0;0;0;0;0;0
"SOX13";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"TLE2";0;0;0;0;0.030654177910855;0;0;0;0;0;0;0;0;0;0;0;0;0
"MSX2";0;0;0;0;0;0;0;0;0;0;0;0;0.0485641042205275;0.00150779675265022;0;0;0.0135723251716746;0.00297228149743375
"HOXA13";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"RUNX1T1";0.0015865825949306;0.000627274364411497;0;0;0;0;0;0;0.00173229544488921;0;0;0;0;0;0;0.000274894984862099;0;0
"AFF3";0;0;0;8.88551048112406e-06;0;0;0.00836651179056554;0;0;0;0;0;0;0.00302534326658232;0.00833101443785233;0.0117158523619598;0;0
"ZNF366";0;0.0065917164194644;0;0;0;0;0.00228737928816866;0;0;0;0.0196536037785255;0;0;0;0.00789744830449888;0;0;0
"POU2AF1";0.0030719498401635;0.00561455416501537;0.00336457037784991;0;0;0;0;0.0148454319193433;0;0;0;0;0;0;0;0.0112212166311031;0.00494261280393334;0
"TAF10";0.0280652346218037;0;0;0;0;0;0;0;0;0;0;0.0949715110682069;0;0;0;0;0;0
"APBB1";0;0.00450177360179231;0;0;0;0.000467054352310341;0;0.00185212166995535;0;0;0;0;0;0.00256698724660223;0;0;0;0
"NFATC1";0;0;0.00155596000379857;0;0;0.0008271814778167;0;0;0;0;0;0.00186838245334963;0;0;0;0;0;0
"IFI16";0;0.00579816950230686;0.00422815772162223;0.00406520175339413;0;0.00680305188040163;0.015936022344804;0;0;0.00334171333834407;0;0;0.000305632801614818;0.0048211377028626;0.000895768071382948;0.00649702175129054;0.00562035233429526;0
"GRHL1";0;0;0;0;0;0.01367179119829;0;0;0;0;0;0;0;0;0.00065488942417768;0;0;0
"POLR1A";8.2855479100229e-05;0;0;0;0;0;0.0154124344278714;0;0;0.00768428306151592;0;0;0;0;0;0.00415253545094508;0;0
"TCF12";0;0;0.00369505493868585;0;0;0;0;0;0;0;0.0365346759235747;0;0;0;0;0;0;0
"ZNF581";0;0;0;0.0152415116946002;0;0.0093990841173755;0.0153262793076273;0.00410214756539499;0.00512745379116371;0;0;0;0;0;0;0;0;0
"EIF2AK2";0.00327402297891323;0;0;0;0;0.00813428162345113;0.0182933782691093;0;0;0.0137203647568863;0;0.00213891714810685;0;0.00789885777623301;0;0.0221288864044026;0;0.00332215881143608
"TSC22D3";0;0;0;0.000354896725681703;0;0.000606505234174826;0;0.00298361679458697;0.00213432007132653;0;0;0.00296264269420884;0;0;0;0;0.000533578608691971;0
"KLF5";0;0;0;0;0;0;0.0166485768488359;0;0;0;0;0;0;0;0;0;0;0
"RARG";0;5.29791271799994e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ID1";0;0;0;0;0;0;0;0;0;0;0;0.00958613503928908;0;0;0;0;0;0
"SMAD3";0;0;0.00091393018136683;0.00249817951893602;0;0.00108890317934717;0.00461688018105423;0;0.00379419454521554;0.00204331027850519;0;0;0;0;0.00234779251359913;0.00412856290161791;0;0
"KLF3";0;0;0.0209205781076386;0.0106761372752644;0.141041454267662;0.00681596302559918;0;0;0;0.00724654931384845;0;0;0.00884545322417572;0;0.0243486588872583;0;0;0
"RAI1";0.0597346671743362;0;0;0;0;0;0;0;0;0;0;0;0.0262102891161714;0;0.00628897289161278;0;0;0
"ZDHHC13";0;0;0;0.000720722102881259;0.00545479227614716;0;0;0;0;0;0.00622575245200168;0;0;0;0;0;0.00369171437765987;0
"TRIM31";0;0.00106800902849148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SPDEF";0;0;0.00816165510431261;0;0;0.0040879189428713;0;0.0188963797820654;0;0;0.00299489871689525;0.00756562712323991;0;0.0177016935919229;0.00457389060123532;0.00125585950561445;0.0132027853651998;0.000405894900631216
"TBX4";0;0;0;0;0;0.00971774354013385;0.0207793081470784;0.0259536732237414;0.0119082121281554;0;0.0300556713330965;0.00267121742608581;0;0.0105469354088561;0.0178078619586465;0.00691372896942563;0;0.0166701681448367
"PEG3";0.000534992190405868;0;0;0;0;0;0;0;0.00111372005102824;0;0;0;0;0;0;0.00143491383161541;0;0.000120212052210233
"CBX7";0.000910097282044927;0;0.000927453250359691;0.000439200208227367;0.00123104800338668;0;0.00180846866883649;0.000471587975034527;0;0;0;0.00100036027814175;0;0.00112108471502677;0.00058413083441734;0;0;0
"LMO3";0.0163045800174783;0;0.008492395264713;0.00415973018470713;0.000870408546556152;0;0.00403066307133489;0;0.016069741259066;0.00898271847959582;0.00386776245403169;0;0;0.00391432006354083;0.0127744366990024;0.0138837885706871;0;0.0129636072801578
"PBX4";0;0;0;0.00675261254257784;0;0;0;0;0;0.000196802455422974;0;0;0;0;0.00277061308407142;0.0113390644448924;0;0.0089224694553948
"TLE6";0;0.0291392849387506;0.00183862940661221;0.00336550995676994;0;0;0;0;0;0;0;0.0276984590429895;0;0;0.0335673259529926;0.00691516810877653;0.0543007844920385;0
"ZFX";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"EAF1";0;0;0;0;0;0;0;0;0;0.0108952854632501;0;0;0.00900769406007682;0;0;0;0;0
"ZBTB26";0;0;0;0;0;0;0;0;0;0;0.143804664687752;0;0;0;0;0;0;0
"CREM";0;0;0;0;0;0;0.107850147083796;0;0;0;0;0;0;0.0331939622144368;0.0327495678518566;0;0;0
"RELB";0;0;0;0.00299839462713123;0;0;0;0;0;0;0;0;0.00828944301707596;0.0111175139423222;0.122313636242024;0;0;0
"AR";0;0;0.0204904799862153;0;0;0.0106117775390909;0;0;0.00361302026309128;0;0;0;0;0;0;0.0279068466340366;0;0
"APBB2";0.0019952549561969;0;0;0;0.000602486430625066;0.000953320502336904;0;0.000932810944884242;0.00126199231005551;0.00218535154386209;0;0.0321275328901915;0;0;0.00153751013859856;0;0.000712154097394255;0
"HIF3A";0.00216592955422251;0;0;0;0.00103751331227071;0;0;0.0100117839938819;0.00345442878844874;0;0;0.000769846249702364;0;0;0;0.000530797878428755;0;0
"ZNF337";0;0;0;0;0;0;0;0.000545074385947199;0;0;0;0;0;0.000738952917426038;0;0;0;0
"HSF4";0;0;0;0.0136746200046438;0;0.0130963827596526;0.0163511950078795;0.00133197673312415;0;0;0;0.0102234791411378;0;0;0.0153087798375911;0;0;0
"JMJD1C";0.0276887709748949;0;0;0;0;0;0;0;0;0;0.162057976408644;0;0;0;0;0;0;0
"ZBTB38";0;0;0;0;0.00215141318429486;0;0;0;0;0;0;0;0;0;0;0;0;0
"TMF1";0;0;0;0;0;0;0;0;0;0;0;0.0048100823210909;0;0;0;0.0118258855589539;0;0
"ZNF124";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PHF8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HMGA1";0;0;0.00203403279092368;0.00121402258605175;0.00192437640148087;0.00167558627095783;0;0.00277571312315345;0;0;0;0;0;0.00208247801204053;0;0;0;0.00234681492285266
"ZMYND11";0;0;0;0;0;0;0;0;0;0.0799845197484929;0;0;0.00283181951575165;0;0;0;0.0690118673401733;0
"SUZ12";0.0320090624569346;0;0;0;0.0123001954430983;0;0;0;0;0.00705400534399679;0;0;0;0;0;0.01421252218853;0;0
"TCF7L1";0.0016223301168318;0.00278282878510609;0.0086751833501881;0.00235767163102662;0;0.00216648747955952;0;0;0;0;0.00509578413323608;0.00222581040149267;0.00594175271914013;0.00291219607704126;0.0172074042875008;0.00163156432213543;0;0.000252335234766817
"MSX1";0;0;0;0;0;0.00152981860278062;0;0;0;0;0;0;0;0;0;0;0;0
"VAX2";0.00125845491904581;0;0;0;0.00200273936115658;0.00187625281564673;0.0034265426509655;0.00073400287094566;0.00226955969431529;0;0;0.0171898979335357;0;0.00278090202818887;0.0017556781127651;0;0;0.00171256255663891
"NCOA3";0;0.00180987581461159;0;0.0140528664203868;0.0113021555631677;0;0;0;0.0291223738256778;0;0;0.00222532906220366;0.000342045142442084;0;0;0.125130529094598;0;0.0029199089916053
"ZNF32";0;0;0;0;0;0;0.0502736185174244;0;0;0;0;0;0;0.130848344573448;0;0;0;0.0107931571261649
"TBX2";0;0.167491186755202;0;0;0.0540860986175825;0.540867658886654;0.134632970768326;0.0407179001122266;0.0972919837716726;0;0.271085369030738;0.122737162503288;0.131351468582043;0.0131392576591854;0.0235617310741759;0.185356191557939;0.0410949750671488;0
"ID3";0.0133742483014333;0;0.00331235165756158;0;0;0;0;0;0;0;0;0;0;0.00254997585240343;0;0;0.00752756774916298;0
"SMAD6";0;0.00034111979056054;0;0.00289142111337705;0;0.0036660179521232;0.00433656059906557;0.000140253991414386;0.00726024178439569;0.00485718246322126;0;0.00962815779087039;0;0.000860987917640984;0.00159937694628489;0.00381008738495849;0.00198235846235233;0
